Loan_ID,Customer_ID,Customer_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Salary,Other_Income,Loan_Amount,Product_Type,Credit_Score,Tenure_Months,Interest_Rate,EMI,Current_Status,Delinquency_Flag,Channel,Issue_Date,Region
L0711,C00711,34,Female,Married,2,Bachelors,Salaried,21074092,12457913,41625253,Mortgage,776,72,9.19,10150262,Delinquent,0,Agent,13-09-2022,Bandung
L0712,C00712,29,Male,Single,0,High School,Salaried,25367727,6130158,291764999,Personal,643,60,22.63,1996270,Delinquent,0,Online,16-08-2023,Medan
L0713,C00713,21,Male,Married,1,High School,Salaried,7417209,1391538,302604725,Auto,625,36,8.33,9058430,Active,0,Partner,10-04-2025,Surabaya
L0714,C00714,33,Male,Married,0,Bachelors,Contract,22304141,7219155,26806308,Education,584,48,23.4,4393416,Closed,0,Branch,05-12-2023,Jakarta
L0715,C00715,24,Female,Single,1,Bachelors,Salaried,28534666,6817281,15113050,Mortgage,560,36,15.4,2595428,Active,0,Online,16-03-2023,Bandung
L0716,C00716,21,Male,Married,1,High School,Self-Employed,7925609,6701810,68040667,Personal,610,48,14.6,18752155,Active,0,Branch,22-04-2023,Surabaya
L0717,C00717,60,Female,Married,3,Masters,Salaried,34073829,4107560,494754977,Auto,593,24,12.1,15960435,Delinquent,0,Branch,18-07-2023,Surabaya
L0718,C00718,52,Female,Single,1,Bachelors,Salaried,47699587,14411986,121439711,Personal,670,48,8.16,6338139,Active,0,Branch,06-04-2023,Surabaya
L0719,C00719,54,Female,Single,1,Bachelors,Salaried,20041716,6993018,444183246,Auto,617,36,12.4,8357247,Delinquent,0,Online,26-12-2022,Bandung
L0720,C00720,48,Male,Single,0,Masters,Freelancer,22383968,171236,262541675,Mortgage,574,12,9.75,15810641,Active,0,Agent,18-01-2023,Surabaya
L0721,C00721,51,Female,Single,2,High School,Freelancer,56671110,3010129,433511934,Mortgage,725,48,18.56,4928408,Active,0,Branch,18-05-2024,Jakarta
L0722,C00722,28,Male,Single,3,High School,Freelancer,15599528,89743,490041232,Personal,709,12,13.11,8221414,Active,0,Branch,04-06-2024,Medan
L0723,C00723,59,Female,Married,1,Masters,Contract,12687268,13030787,68592416,Education,633,24,20.27,2752153,Active,0,Partner,13-02-2023,Bandung
L0724,C00724,46,Male,Single,3,Bachelors,Salaried,37334591,7426187,114173230,Auto,663,12,11.31,12662807,Active,0,Branch,07-02-2024,Surabaya
L0725,C00725,54,Female,Married,0,Bachelors,Salaried,12204425,4112924,477507053,Personal,772,36,22.4,19633935,Active,1,Partner,18-10-2022,Bali
L0726,C00726,23,Male,Single,1,Masters,Self-Employed,10158570,1955206,206397363,Auto,681,12,16.37,2456851,Closed,1,Agent,04-08-2023,Medan
L0727,C00727,32,Female,Divorced,0,Masters,Salaried,9823416,12476685,454196213,Mortgage,795,60,9.83,6815566,Active,0,Online,04-04-2025,Bandung
L0728,C00728,21,Male,Single,3,PhD,Salaried,10210766,1138422,93491791,Auto,715,36,14.41,10542143,Active,0,Branch,23-11-2024,Bali
L0729,C00729,64,Male,Married,0,Bachelors,Salaried,22914533,758795,295420252,Auto,794,36,11.31,15649173,Active,0,Agent,08-04-2023,Bali
L0730,C00730,25,Male,Married,3,Bachelors,Salaried,10560068,7632738,128209544,Auto,740,24,11.19,8579349,Delinquent,0,Online,26-04-2024,Surabaya
L0731,C00731,50,Male,Married,0,Bachelors,Salaried,41511964,13397380,405937568,Personal,724,48,16.1,4827573,Active,0,Online,14-10-2024,Bandung
L0732,C00732,50,Female,Single,3,High School,Salaried,57498002,1764688,260882491,BNPL,550,48,18.75,19710027,Active,0,Agent,21-01-2023,Surabaya
L0733,C00733,37,Female,Married,2,Bachelors,Salaried,38853621,2957817,308343536,Auto,680,48,22.59,6372625,Restructured,0,Partner,06-05-2023,Jakarta
L0734,C00734,43,Male,Married,0,High School,Salaried,11508850,11093097,433202780,Personal,778,48,16.03,5248887,Active,0,Agent,06-01-2023,Bali
L0735,C00735,35,Female,Married,0,Masters,Salaried,6559049,239647,276065100,Mortgage,635,60,23.45,2696941,Active,0,Online,31-10-2022,Jakarta
L0736,C00736,57,Male,Single,2,Bachelors,Salaried,37707979,13962313,341514260,Education,611,60,23.07,1444846,Delinquent,0,Online,15-01-2023,Surabaya
L0737,C00737,41,Male,Single,2,Bachelors,Self-Employed,11136821,12872874,287300921,Education,613,48,21.84,2159935,Closed,0,Online,03-02-2023,Medan
L0738,C00738,34,Female,Married,0,Bachelors,Salaried,57706142,12482384,107581908,Personal,694,24,16,5866148,Active,0,Branch,19-11-2024,Bali
L0739,C00739,22,Male,Married,2,High School,Salaried,14244561,4514153,372370244,Personal,675,48,10.25,5822724,Active,0,Branch,21-05-2024,Medan
L0740,C00740,31,Male,Married,1,High School,Self-Employed,5504655,13127304,135840137,Auto,755,36,11.49,13049665,Closed,0,Online,12-12-2022,Bandung
L0741,C00741,59,Female,Married,3,Bachelors,Salaried,50904675,12969392,267724165,Personal,654,48,18.36,17402675,Active,1,Online,03-06-2025,Bali
L0742,C00742,58,Male,Married,3,High School,Salaried,38791256,12186528,365422322,Education,611,60,14.75,11371765,Delinquent,0,Branch,06-02-2025,Jakarta
L0743,C00743,54,Male,Single,3,Bachelors,Self-Employed,14456587,6098915,50840312,Personal,584,48,10.35,4484840,Active,0,Branch,21-10-2022,Medan
L0744,C00744,58,Male,Married,1,Masters,Salaried,24926625,3772515,482413836,Personal,799,60,15.66,17495658,Active,0,Online,16-10-2022,Bandung
L0745,C00745,54,Male,Single,2,Masters,Self-Employed,26325219,2942609,206493376,Auto,562,12,8.28,7688064,Active,0,Agent,10-09-2022,Bali
L0746,C00746,38,Female,Married,2,Bachelors,Self-Employed,21633956,10188808,339524499,Personal,712,12,19.74,16796444,Closed,0,Online,21-06-2023,Bandung
L0747,C00747,50,Female,Married,0,High School,Self-Employed,59356930,8158781,479971768,Mortgage,592,24,9.18,3921984,Delinquent,0,Partner,03-02-2024,Jakarta
L0748,C00748,35,Female,Divorced,2,Masters,Salaried,48631164,8813240,230322030,Auto,679,60,18.07,16121435,Closed,0,Partner,20-06-2025,Bali
L0749,C00749,47,Male,Single,0,Masters,Salaried,34009204,1572732,359927725,Personal,733,60,20.69,8427925,Delinquent,0,Branch,10-07-2025,Bandung
L0750,C00750,54,Male,Single,1,High School,Salaried,42720721,10329201,299203591,Personal,660,48,10.12,17521041,Active,1,Online,20-12-2022,Surabaya
L0751,C00751,58,Female,Single,3,Masters,Salaried,32892650,9898445,303514761,Auto,754,48,16.3,1008981,Active,0,Online,26-11-2023,Bali
L0752,C00752,53,Male,Single,3,High School,Salaried,48749282,8016792,197565000,Personal,677,48,20.47,4559976,Delinquent,0,Partner,12-05-2024,Bali
L0753,C00753,44,Male,Single,3,Masters,Salaried,53633341,13941902,335321072,Mortgage,600,60,12.17,7607691,Delinquent,0,Online,19-09-2022,Bali
L0754,C00754,35,Male,Divorced,2,PhD,Salaried,5093246,13834629,290961256,Auto,731,60,10.61,17884370,Delinquent,0,Partner,19-05-2023,Bali
L0755,C00755,50,Male,Single,0,High School,Salaried,40922145,2740855,154738498,Mortgage,693,48,13.39,2728177,Closed,0,Agent,03-05-2024,Surabaya
L0756,C00756,62,Female,Single,0,Masters,Salaried,31595432,9880233,257387018,Education,695,48,16.88,8816186,Active,0,Agent,17-06-2025,Jakarta
L0757,C00757,37,Female,Married,1,Bachelors,Salaried,18443843,3340444,403776139,Education,684,24,17.2,13543142,Active,1,Branch,18-01-2025,Surabaya
L0758,C00758,25,Female,Married,2,PhD,Self-Employed,25840284,3750222,236386840,Education,594,48,10.09,3904814,Delinquent,0,Partner,12-09-2023,Surabaya
L0759,C00759,49,Male,Married,1,Bachelors,Salaried,40839230,1380188,493123888,Personal,713,36,15.32,18713400,Active,1,Agent,01-04-2023,Bandung
L0760,C00760,24,Female,Single,0,Masters,Salaried,35380460,11516163,171345712,Personal,718,24,12.29,5857531,Active,0,Online,20-01-2025,Medan
L0761,C00761,30,Female,Married,0,High School,Freelancer,40086769,7530577,456331096,Personal,771,60,21.47,11435379,Closed,1,Online,11-07-2025,Medan
L0762,C00762,37,Male,Single,3,Bachelors,Salaried,39337998,3060465,405916298,BNPL,591,36,13.02,9073934,Active,0,Online,14-03-2024,Bandung
L0763,C00763,30,Male,Single,2,High School,Salaried,49854299,6723000,58825789,Education,782,72,21.42,6199895,Delinquent,0,Online,18-08-2025,Surabaya
L0764,C00764,37,Female,Divorced,0,PhD,Salaried,46151145,7770032,173615349,BNPL,684,24,14.86,4443737,Active,0,Partner,06-11-2022,Bandung
L0765,C00765,40,Female,Single,3,Masters,Self-Employed,15456399,11558059,84125475,Personal,564,36,19.63,18499516,Closed,0,Branch,15-01-2025,Bali
L0766,C00766,44,Female,Married,2,Masters,Salaried,54748555,2818767,47391910,Education,609,36,16.16,10957081,Closed,0,Partner,18-08-2025,Bandung
L0767,C00767,25,Female,Married,1,Masters,Salaried,54978995,7864394,209764020,Auto,589,12,17.95,19912237,Active,0,Partner,21-01-2025,Bandung
L0768,C00768,54,Male,Single,2,High School,Salaried,18118532,13920130,415434061,Personal,760,36,14.33,8538009,Active,0,Branch,28-04-2024,Bali
L0769,C00769,26,Female,Married,2,Bachelors,Freelancer,39333537,12255218,13031863,Auto,784,24,20.29,17635257,Active,0,Branch,24-02-2023,Medan
L0770,C00770,22,Female,Single,0,High School,Salaried,28874281,5864049,195699687,Personal,714,24,14.8,5692489,Active,0,Online,08-01-2024,Bali
L0771,C00771,33,Male,Married,0,High School,Salaried,47860032,9850941,179367936,Auto,743,24,15.32,16812624,Active,0,Partner,01-02-2024,Jakarta
L0772,C00772,63,Female,Divorced,2,High School,Freelancer,55551974,8958825,288892599,Personal,783,24,16.28,6070447,Active,0,Branch,15-11-2024,Bandung
L0773,C00773,63,Male,Married,0,Bachelors,Salaried,37181087,8511807,63448821,Auto,661,48,21.31,13911308,Active,0,Branch,05-07-2025,Bandung
L0774,C00774,31,Male,Divorced,0,High School,Freelancer,52447769,13863013,378130947,Mortgage,732,12,18.55,4487258,Active,0,Online,06-10-2024,Medan
L0775,C00775,43,Male,Single,0,High School,Salaried,43067984,5531052,118715260,BNPL,626,48,13.59,14106758,Active,0,Agent,03-07-2025,Surabaya
L0776,C00776,36,Female,Married,3,High School,Freelancer,45192367,6321001,165820829,Mortgage,781,48,18.73,15550703,Closed,0,Agent,05-01-2023,Bali
L0777,C00777,51,Female,Single,3,High School,Salaried,8522810,14235345,181016971,Auto,654,36,18.28,6268681,Active,0,Branch,04-02-2025,Surabaya
L0778,C00778,31,Male,Married,2,PhD,Self-Employed,50169498,10517433,461914530,BNPL,784,60,22.9,14325559,Delinquent,0,Branch,22-07-2024,Jakarta
L0779,C00779,36,Female,Divorced,0,Masters,Freelancer,31612567,424190,96920012,Education,656,48,21.46,7275080,Closed,1,Partner,16-06-2024,Bali
L0780,C00780,28,Female,Single,3,PhD,Salaried,27257570,6743571,211948339,Personal,796,48,18.36,4610566,Closed,0,Online,20-09-2023,Jakarta
L0781,C00781,24,Male,Married,2,Bachelors,Salaried,45129705,14047801,121547806,Auto,671,24,13.46,12327727,Delinquent,0,Online,25-05-2024,Jakarta
L0782,C00782,60,Male,Single,0,High School,Salaried,14289461,13471855,54787557,Personal,772,48,20.47,18545242,Active,0,Branch,19-06-2024,Jakarta
L0783,C00783,24,Female,Married,1,Masters,Salaried,52751078,13986776,330048362,Personal,629,60,17.2,5926423,Delinquent,1,Online,23-06-2023,Bali
L0784,C00784,45,Male,Married,0,Bachelors,Salaried,9447321,3472696,249504214,Mortgage,783,36,23.76,7307676,Active,0,Branch,27-09-2023,Bali
L0785,C00785,23,Female,Divorced,0,High School,Salaried,22429040,2120677,193431875,BNPL,674,24,11.96,14907024,Delinquent,0,Branch,24-03-2023,Medan
L0786,C00786,52,Female,Married,3,High School,Salaried,51470589,11067852,333190579,Personal,733,36,9.27,8818835,Delinquent,0,Online,27-10-2024,Bandung
L0787,C00787,23,Female,Single,2,High School,Salaried,41460837,14826179,323898063,BNPL,721,48,9.12,18172678,Active,0,Online,08-08-2025,Surabaya
L0788,C00788,47,Female,Single,2,High School,Salaried,9569146,11611597,111646357,BNPL,734,36,18.24,1148306,Active,0,Online,24-06-2025,Surabaya
L0789,C00789,49,Male,Single,3,Bachelors,Self-Employed,24248072,13340512,178068572,Education,683,48,23.03,10271230,Active,0,Online,06-04-2023,Jakarta
L0790,C00790,52,Male,Single,0,Bachelors,Salaried,35802755,2597979,460995018,Personal,769,12,8.03,4006374,Closed,0,Branch,12-03-2024,Bali
L0791,C00791,39,Male,Single,1,High School,Salaried,24916998,10404915,322950199,Education,581,60,19.61,18300102,Active,1,Branch,31-01-2023,Bali
L0792,C00792,41,Male,Married,0,High School,Salaried,32543766,7524132,423427424,Personal,657,24,18.51,18376709,Active,0,Agent,31-05-2024,Jakarta
L0793,C00793,25,Female,Married,0,Masters,Salaried,36581057,8294919,88384697,Auto,751,24,19.72,6243962,Active,0,Online,29-03-2023,Bandung
L0794,C00794,38,Female,Married,1,High School,Salaried,56981872,12350251,373943004,Personal,663,36,13.69,6647244,Active,0,Partner,22-05-2025,Surabaya
L0795,C00795,48,Male,Single,3,Bachelors,Salaried,23125271,2104417,41601658,Personal,695,12,21.13,11461159,Restructured,0,Online,30-08-2025,Medan
L0796,C00796,62,Female,Married,2,Masters,Salaried,31021607,9197803,226183910,Mortgage,617,12,8.72,12848432,Closed,1,Branch,26-03-2023,Bandung
L0797,C00797,42,Female,Married,3,High School,Freelancer,26872886,5449604,88193035,Auto,676,24,20.09,9367568,Active,1,Branch,31-07-2025,Bali
L0798,C00798,41,Female,Single,3,High School,Salaried,7230653,12598645,53441158,Personal,750,36,12.27,11522479,Active,1,Branch,17-03-2025,Jakarta
L0799,C00799,26,Male,Married,0,Bachelors,Self-Employed,35712798,898628,171184383,Personal,684,60,15.63,5176213,Active,1,Partner,28-11-2022,Surabaya
L0800,C00800,21,Male,Married,2,Bachelors,Self-Employed,39139374,3761054,112257658,Mortgage,663,60,21.16,12987005,Active,0,Online,02-03-2024,Jakarta
L0801,C00801,25,Male,Single,2,Bachelors,Self-Employed,43118302,2396716,307341494,Personal,557,36,12.34,4840624,Delinquent,0,Online,16-09-2023,Bali
L0802,C00802,61,Female,Married,3,Masters,Freelancer,6420654,14670472,121120614,BNPL,613,12,10.96,13764588,Active,0,Partner,25-05-2024,Jakarta
L0803,C00803,32,Male,Married,1,High School,Salaried,49160167,13609193,206584297,Personal,784,36,18.9,8784081,Active,0,Online,05-06-2025,Surabaya
L0804,C00804,46,Male,Single,3,Bachelors,Salaried,13355425,10944125,318308541,Personal,684,48,16.53,17660183,Delinquent,1,Online,21-05-2023,Jakarta
L0805,C00805,54,Male,Divorced,1,Bachelors,Freelancer,20806167,9458242,411232111,Personal,590,24,16.23,5786431,Delinquent,0,Online,04-05-2025,Surabaya
L0806,C00806,34,Male,Married,2,High School,Salaried,6481177,10732061,321386201,Auto,589,12,12.11,15073601,Active,0,Online,06-11-2024,Jakarta
L0807,C00807,46,Male,Married,3,Bachelors,Salaried,21944207,9734257,184172391,Personal,552,24,8.56,9476353,Active,1,Branch,15-02-2023,Jakarta
L0808,C00808,47,Male,Married,0,High School,Self-Employed,26068472,9390283,353695816,Personal,694,48,14.56,16106292,Active,0,Branch,01-08-2025,Surabaya
L0809,C00809,29,Female,Married,3,Bachelors,Self-Employed,8992942,2057244,367361896,Education,743,36,9.7,5891447,Closed,1,Online,16-12-2023,Jakarta
L0810,C00810,46,Female,Married,2,High School,Freelancer,26437326,14842498,201705441,Mortgage,756,60,22.5,6197535,Restructured,0,Online,27-11-2023,Bandung
L0811,C00811,42,Male,Married,0,Bachelors,Contract,31041882,2707929,310721132,Personal,659,24,8.66,6704411,Active,0,Partner,18-10-2023,Medan
L0812,C00812,50,Male,Single,0,Bachelors,Self-Employed,21162243,14240440,272829388,Auto,770,24,14.91,11176310,Active,0,Partner,27-06-2023,Bandung
L0813,C00813,63,Female,Married,1,Masters,Salaried,10914063,12237052,218777654,BNPL,663,36,8.84,4585435,Delinquent,0,Agent,18-05-2025,Medan
L0814,C00814,37,Female,Married,0,High School,Freelancer,32308991,10563357,371026934,Personal,661,36,9.53,3317165,Closed,0,Agent,21-10-2023,Bandung
L0815,C00815,46,Male,Married,0,Bachelors,Salaried,52463403,11531144,288740259,Personal,729,12,18.54,16131864,Restructured,0,Agent,21-03-2023,Medan
L0816,C00816,56,Male,Single,3,Bachelors,Salaried,33834717,10229657,432977880,Mortgage,699,12,18.35,1799235,Active,1,Partner,29-05-2023,Jakarta
L0817,C00817,21,Male,Married,2,Masters,Freelancer,34754050,4272513,399663383,Mortgage,553,24,8.53,13596610,Active,0,Branch,20-12-2022,Surabaya
L0818,C00818,28,Male,Single,1,Bachelors,Salaried,46516245,3928125,143225899,Auto,798,12,8.02,8243520,Active,0,Online,18-01-2025,Surabaya
L0819,C00819,55,Female,Single,3,Bachelors,Salaried,11962544,4125186,188657409,Personal,793,24,9.26,11761021,Active,0,Branch,01-03-2025,Bali
L0820,C00820,35,Male,Single,0,Masters,Salaried,26896021,3338669,417181452,Personal,683,72,20.21,11722351,Active,1,Online,07-08-2024,Medan
L0821,C00821,42,Male,Single,0,Masters,Freelancer,23322545,12210755,28999710,Mortgage,715,36,17.35,8265341,Active,0,Partner,02-05-2024,Bali
L0822,C00822,34,Male,Married,1,Bachelors,Salaried,20395832,9012760,355597020,Personal,575,48,8.61,15062660,Active,0,Branch,25-06-2023,Bali
L0823,C00823,46,Male,Married,2,Bachelors,Self-Employed,58404401,8302258,39696625,Auto,688,36,15.81,7287206,Delinquent,0,Branch,28-10-2023,Medan
L0824,C00824,48,Female,Single,1,Masters,Salaried,55723318,10634380,362809243,Auto,767,24,19.39,6461730,Active,0,Online,21-01-2025,Surabaya
L0825,C00825,43,Female,Married,3,PhD,Self-Employed,26403259,7738667,228195899,Personal,566,12,21.9,1687055,Closed,1,Branch,08-02-2024,Medan
L0826,C00826,34,Female,Married,1,Masters,Self-Employed,31860336,4360866,468575770,Education,765,36,22.94,14422577,Active,0,Online,18-04-2025,Jakarta
L0827,C00827,44,Male,Married,0,Bachelors,Salaried,12627339,2304310,40590606,BNPL,641,36,13.24,2421742,Delinquent,0,Online,02-05-2023,Bali
L0828,C00828,22,Male,Single,3,High School,Salaried,17207414,976264,178665310,Mortgage,776,24,10.17,19241510,Active,1,Online,31-10-2022,Bali
L0829,C00829,46,Female,Married,0,Bachelors,Salaried,51876471,12482177,25090407,Personal,580,48,11.79,12493605,Closed,0,Online,14-04-2024,Medan
L0830,C00830,34,Male,Divorced,2,Masters,Contract,39904771,12869365,25974862,Personal,754,36,20.42,15772593,Active,0,Branch,26-08-2023,Bali
L0831,C00831,27,Male,Married,0,Bachelors,Self-Employed,16808606,8323880,268164256,Auto,795,24,23.54,19292913,Active,0,Branch,19-01-2023,Surabaya
L0832,C00832,23,Female,Single,0,Bachelors,Freelancer,8734942,7299243,354468755,Personal,712,12,15.46,17168345,Closed,0,Partner,03-05-2023,Bali
L0833,C00833,43,Female,Single,1,Masters,Salaried,13429241,13703743,185814313,Education,693,36,12.89,2673783,Active,0,Branch,23-11-2022,Medan
L0834,C00834,63,Female,Married,0,Bachelors,Self-Employed,14440501,3928094,177556235,Personal,756,48,14.87,7765837,Active,1,Online,11-09-2023,Surabaya
L0835,C00835,38,Female,Divorced,3,Masters,Self-Employed,51444468,11354091,389537096,Auto,656,24,12.88,17678093,Delinquent,0,Agent,15-04-2024,Surabaya
L0836,C00836,58,Male,Married,3,Bachelors,Self-Employed,38222862,5795886,300731030,Personal,695,24,12.1,1472803,Delinquent,0,Branch,10-08-2025,Bali
L0837,C00837,55,Male,Married,2,Bachelors,Contract,48821206,12808321,269944391,Mortgage,660,36,17.5,2534851,Active,0,Branch,06-04-2023,Medan
L0838,C00838,35,Female,Single,3,Bachelors,Salaried,18294235,6531423,466924895,Personal,650,24,8.25,15354158,Active,0,Branch,01-04-2023,Bali
L0839,C00839,45,Male,Married,1,Masters,Salaried,59182052,2790353,169805295,Auto,661,48,12.15,1593695,Active,0,Partner,18-04-2025,Jakarta
L0840,C00840,57,Female,Married,2,High School,Self-Employed,52553428,5185356,235328397,Personal,611,48,18.58,19423889,Active,0,Online,18-10-2023,Jakarta
L0841,C00841,48,Female,Single,3,High School,Self-Employed,46347022,13321837,372273626,BNPL,661,12,8.51,5090617,Restructured,0,Online,14-11-2023,Surabaya
L0842,C00842,30,Male,Married,1,PhD,Salaried,16811984,11449924,120682776,Personal,790,12,9.33,5813417,Active,0,Partner,17-08-2023,Bali
L0843,C00843,59,Female,Divorced,3,High School,Salaried,7821105,2465849,179297228,Education,782,48,12.69,6115068,Active,0,Online,15-12-2022,Jakarta
L0844,C00844,37,Male,Single,3,Bachelors,Salaried,53654372,2933865,409868918,BNPL,704,24,22.04,10534473,Restructured,0,Partner,26-11-2022,Bandung
L0845,C00845,59,Male,Married,0,Bachelors,Salaried,48843986,6667051,359842028,Personal,796,12,20.24,18197345,Active,0,Branch,19-07-2025,Jakarta
L0846,C00846,42,Male,Single,3,Bachelors,Salaried,39480541,7587145,343333534,Mortgage,712,48,8.35,7349244,Closed,0,Branch,04-06-2024,Bali
L0847,C00847,46,Male,Married,3,Bachelors,Self-Employed,29436780,6030079,322542948,Personal,665,24,16.03,12213351,Active,0,Partner,30-03-2024,Bali
L0848,C00848,64,Female,Married,1,High School,Self-Employed,27232465,14028599,408850287,Education,722,36,12.39,5346048,Active,0,Online,17-06-2025,Jakarta
L0849,C00849,45,Male,Married,1,Bachelors,Salaried,21308429,8970922,240627193,Auto,795,24,18.38,19657568,Active,0,Partner,10-03-2024,Bali
L0850,C00850,37,Female,Married,0,Bachelors,Salaried,22485885,6147454,73721834,Personal,584,48,19.54,6103555,Active,0,Agent,24-07-2024,Bali
L0851,C00851,33,Female,Single,3,Bachelors,Salaried,9227939,7907288,466321845,Personal,577,24,21.81,7775951,Active,0,Branch,12-09-2024,Bandung
L0852,C00852,40,Female,Divorced,0,High School,Salaried,57639187,12229793,441793540,Personal,652,72,15.61,4448196,Active,0,Agent,20-11-2024,Surabaya
L0853,C00853,45,Female,Married,3,Bachelors,Self-Employed,24374098,2505700,219043084,Education,674,48,23.91,10944929,Active,0,Online,09-03-2024,Bali
L0854,C00854,24,Male,Single,2,High School,Freelancer,17353900,145693,139073819,Personal,651,12,23.68,5888362,Active,0,Partner,22-04-2024,Medan
L0855,C00855,30,Male,Married,2,High School,Salaried,42501958,1649734,289907626,Mortgage,686,36,22.11,8155057,Active,0,Online,05-02-2025,Surabaya
L0856,C00856,23,Female,Married,0,High School,Self-Employed,45988408,12076798,129576408,Auto,753,36,17.2,12658111,Active,0,Online,17-12-2023,Surabaya
L0857,C00857,61,Female,Single,0,High School,Freelancer,47670507,9299397,98458610,Education,692,36,14.37,9467351,Active,1,Online,08-07-2023,Medan
L0858,C00858,38,Male,Married,0,Masters,Freelancer,59981748,885621,83267246,Personal,570,60,13.83,9736394,Closed,0,Online,07-03-2024,Jakarta
L0859,C00859,56,Female,Divorced,1,High School,Salaried,24776067,12881730,373417574,Auto,601,36,8.19,15256140,Active,0,Online,10-03-2025,Bandung
L0860,C00860,42,Male,Single,1,Masters,Contract,8661306,561548,473330118,Auto,712,12,11.99,6748413,Active,0,Agent,05-07-2024,Bali
L0861,C00861,54,Female,Divorced,1,PhD,Salaried,15412577,13542914,25049125,Mortgage,783,48,19.5,9342490,Closed,0,Partner,25-02-2025,Jakarta
L0862,C00862,28,Male,Single,0,Bachelors,Salaried,39551489,8063001,45886559,Personal,646,12,17.66,16993171,Active,1,Online,21-10-2023,Medan
L0863,C00863,60,Female,Single,3,High School,Salaried,35674998,9093432,255894722,Personal,600,48,22.66,11413929,Closed,0,Online,23-09-2022,Bandung
L0864,C00864,64,Female,Single,2,Bachelors,Salaried,21102153,14876055,79183142,Personal,632,48,8.8,10117535,Closed,0,Partner,14-11-2022,Bandung
L0865,C00865,39,Male,Married,0,Masters,Salaried,20485919,10221108,137847972,Mortgage,604,24,10.48,14764359,Active,0,Online,06-11-2024,Bandung
L0866,C00866,62,Female,Married,1,Bachelors,Salaried,8674153,4379845,367305462,Personal,764,24,20.63,5313399,Active,0,Online,12-06-2023,Medan
L0867,C00867,61,Female,Single,1,High School,Salaried,9748584,14697258,288969329,Auto,626,48,13.74,1951399,Restructured,0,Branch,26-06-2024,Jakarta
L0868,C00868,57,Male,Married,0,Bachelors,Freelancer,36305676,7150265,232437973,Personal,676,48,9.89,7381906,Active,0,Branch,08-10-2022,Bali
L0869,C00869,26,Female,Married,0,Masters,Freelancer,29080614,1703728,388568061,BNPL,721,36,23.94,13164293,Delinquent,0,Online,01-11-2024,Bandung
L0870,C00870,46,Male,Single,1,Masters,Salaried,7212292,4762315,111941639,Education,742,24,20.6,10255211,Active,0,Partner,13-03-2024,Bandung
L0871,C00871,54,Male,Married,3,High School,Freelancer,59701945,3377136,176067152,Auto,792,36,14.54,17162235,Active,0,Branch,28-09-2023,Jakarta
L0872,C00872,26,Female,Married,1,Bachelors,Freelancer,36054217,468451,449239731,Personal,642,12,21.17,3404710,Active,0,Online,29-03-2023,Bandung
L0873,C00873,57,Female,Married,1,High School,Self-Employed,25395529,11776449,10690778,Personal,637,12,18.89,13131695,Active,0,Agent,17-01-2025,Bandung
L0874,C00874,53,Female,Divorced,0,High School,Salaried,33116325,11610634,47598496,Personal,629,12,20.64,16807231,Active,0,Branch,02-05-2025,Medan
L0875,C00875,42,Female,Married,3,Masters,Self-Employed,39938842,4777830,303779437,Personal,702,24,21.04,17738345,Closed,0,Online,25-12-2022,Surabaya
L0876,C00876,41,Female,Divorced,1,High School,Freelancer,15695807,259425,76603344,Mortgage,796,36,9.36,5460745,Delinquent,1,Online,11-04-2024,Jakarta
L0877,C00877,26,Female,Married,1,High School,Self-Employed,19174898,14261209,301847371,Auto,764,72,17.97,14216713,Delinquent,1,Online,23-09-2023,Jakarta
L0878,C00878,26,Female,Married,2,High School,Salaried,30451924,8899217,129791471,Education,641,48,8.11,13449436,Active,0,Branch,05-06-2025,Jakarta
L0879,C00879,24,Male,Single,0,Masters,Salaried,17646791,7604323,273875821,Personal,596,12,8.7,16552975,Delinquent,0,Online,19-01-2025,Medan
L0880,C00880,50,Female,Married,2,Masters,Self-Employed,12330395,6259635,435389722,Mortgage,757,36,22.46,11621840,Delinquent,1,Branch,02-09-2024,Medan
L0881,C00881,31,Male,Married,2,Bachelors,Salaried,40603312,4494893,351580527,Auto,784,36,16.44,13730804,Delinquent,0,Online,30-01-2024,Bali
L0882,C00882,50,Female,Single,1,Masters,Salaried,7469606,13292075,304831239,Auto,733,12,19.77,9853372,Active,0,Branch,16-06-2025,Medan
L0883,C00883,51,Female,Single,0,High School,Salaried,51861389,10481941,291763222,Personal,587,60,21.42,3250477,Closed,0,Partner,13-05-2024,Jakarta
L0884,C00884,44,Male,Married,3,Bachelors,Freelancer,58370964,9019066,197893243,Auto,688,36,23.19,14529652,Active,0,Branch,15-11-2022,Bali
L0885,C00885,29,Female,Married,1,Bachelors,Freelancer,6045533,1968093,469347305,Auto,744,72,21.91,5254567,Active,0,Branch,02-08-2023,Surabaya
L0886,C00886,23,Female,Married,3,High School,Salaried,39840276,2444913,290780156,Mortgage,564,36,15.73,7914996,Restructured,0,Agent,24-07-2023,Bandung
L0887,C00887,51,Male,Married,3,Bachelors,Contract,9673584,6504938,264301040,Education,550,48,13.38,2167208,Active,0,Branch,05-05-2024,Bandung
L0888,C00888,60,Female,Single,0,Masters,Salaried,31722056,7131390,219507903,Personal,684,12,10.47,9201319,Active,0,Online,02-02-2023,Bali
